	Word	PoS		Freq	Ra	Disp
	@	@	sank	11	93	0.87
	@	@	sink	8	98	0.93
	@	@	sinking	5	96	0.91
	@	@	sinks	1	48	0.86
	@	@	sunk	7	97	0.93
	sir	NoC	%	189	100	0.92
	@	@	sir	188	100	0.92
	@	@	sirs	1	23	0.66
	sister	NoC	%	95	100	0.92
	@	@	sister	75	100	0.91
	@	@	sisters	20	99	0.94
	sit	Verb	%	300	100	0.90
	@	@	sat	121	100	0.86
	@	@	sit	86	100	0.91
	@	@	sits	12	100	0.93
	@	@	sitting	81	100	0.91
	site	NoC	%	155	100	0.91
	@	@	site	97	100	0.92
	@	@	sites	58	99	0.88
	situate	Verb	%	20	99	0.88
	@	@	situate	0	29	0.81
	@	@	situated	20	99	0.88
	@	@	situates	0	6	0.34
	@	@	situating	0	11	0.68
	situation	NoC	%	198	100	0.95
	@	@	situation	160	100	0.95
	@	@	situations	39	100	0.92
	six	Num	%	305	100	0.93
	@	@	six	303	100	0.93
	@	@	sixes	1	44	0.79
	sixteen	Num	%	27	99	0.88
	@	@	sixteen	27	99	0.88
	sixth	Ord	:	25	100	0.92
	sixty	Num	%	57	98	0.82
	@	@	sixties	14	97	0.92
	@	@	sixty	43	97	0.77
	size	NoC	%	144	100	0.94
	@	@	size	127	100	0.94
	@	@	sizes	17	99	0.92
	sketch	NoC	%	12	99	0.92
	@	@	sketch	6	94	0.93
	@	@	sketches	6	93	0.86
	skill	NoC	%	126	100	0.92
	@	@	skill	35	100	0.93
	@	@	skills	91	99	0.91
	skilled	Adj	:	18	99	0.90
	skin	NoC	%	75	99	0.92
	@	@	skin	69	99	0.91
	@	@	skins	6	91	0.87
	skirt	NoC	%	20	92	0.88
	@	@	skirt	14	87	0.88
	@	@	skirts	6	78	0.87
	skull	NoC	%	14	98	0.88
	@	@	skull	11	97	0.87
	@	@	skulls	2	62	0.83
	sky	NoC	%	56	100	0.91
	@	@	skies	6	91	0.92
	@	@	sky	50	100	0.90
	slam	Verb	%	14	91	0.86
	@	@	slam	2	60	0.87
	@	@	slammed	9	76	0.84
	@	@	slamming	2	54	0.84
	@	@	slams	1	43	0.83
	slave	NoC	%	17	99	0.86
	@	@	slave	9	98	0.84
	@	@	slaves	8	88	0.86
	sleep	NoC	%	39	98	0.82
	@	@	sleep	39	98	0.82
	sleep	Verb	%	68	99	0.90
	@	@	sleep	37	98	0.90
	@	@	sleeping	11	97	0.91
	@	@	sleeps	2	70	0.88
	@	@	slept	18	95	0.88
	sleeve	NoC	%	16	95	0.89
	@	@	sleeve	10	91	0.88
	@	@	sleeves	7	87	0.89
	slice	NoC	%	15	96	0.92
	@	@	slice	9	96	0.93
	@	@	slices	6	87	0.89
	slide	NoC	%	15	100	0.90
	@	@	slide	9	99	0.90
	@	@	slides	6	88	0.86
	slide	Verb	%	30	99	0.88
	@	@	slid	16	87	0.82
	@	@	slide	7	94	0.92
	@	@	slides	2	69	0.90
	@	@	sliding	5	90	0.88
	slight	Adj	%	39	100	0.94
	@	@	slight	30	100	0.94
	@	@	slighter	0	19	0.76
	@	@	slightest	9	99	0.92
	slightly	Adv	:	89	100	0.95
	slim	Adj	%	13	98	0.91
	@	@	slim	12	98	0.91
	@	@	slimmer	1	47	0.80
	@	@	slimmest	0	8	0.64
	slip	NoC	%	12	98	0.91
	@	@	slip	9	97	0.90
	@	@	slips	3	80	0.91
	slip	Verb	%	51	100	0.90
	@	@	slip	14	97	0.92
	@	@	slipped	26	100	0.88
	@	@	slipping	9	94	0.90
	@	@	slips	2	84	0.91
	slope	NoC	%	24	98	0.91
	@	@	slope	14	95	0.91
	@	@	slopes	10	95	0.86
	slow	Adj	%	56	100	0.96
	@	@	slow	48	100	0.96
	@	@	slower	7	98	0.93
	@	@	slowest	1	50	0.87
	slow	Verb	%	23	99	0.94
	@	@	slow	8	99	0.94
	@	@	slowed	9	96	0.91
	@	@	slowing	4	94	0.94
	@	@	slows	2	74	0.90
	slowly	Adv	:	79	100	0.89
	small	Adj	%	518	100	0.97
	@	@	small	435	100	0.97
	@	@	smaller	73	100	0.96
	@	@	smallest	11	99	0.95
	smart	Adj	%	16	99	0.93
	@	@	smart	15	99	0.93
	@	@	smarter	1	54	0.88
	@	@	smartest	1	41	0.85
	smash	Verb	%	15	96	0.91
	@	@	smash	3	84	0.91
	@	@	smashed	9	92	0.90
	@	@	smashes	0	33	0.83
	@	@	smashing	3	80	0.90
	smell	NoC	%	31	99	0.90
	@	@	smell	26	99	0.89
	@	@	smells	5	84	0.90
	smell	Verb	%	25	93	0.88
	@	@	smell	12	88	0.88
	@	@	smelled	4	60	0.81
	@	@	smelling	3	67	0.88
	@	@	smells	3	68	0.83
	@	@	smelt	4	69	0.84
	smile	NoC	%	69	99	0.82
	@	@	smile	64	99	0.82
	@	@	smiles	6	84	0.88
	smile	Verb	%	112	96	0.82
	@	@	smile	11	88	0.86
	@	@	smiled	76	91	0.80
	@	@	smiles	3	76	0.85
	@	@	smiling	22	88	0.82
	Smith	NoP	%	86	100	0.89
	@	@	Smith	79	100	0.89
	@	@	Smiths	7	69	0.48
	smoke	NoC	%	29	100	0.91
	@	@	smoke	29	100	0.91
	@	@	smokes	0	11	0.71
	smoke	Verb	%	29	100	0.91
	@	@	smoke	12	98	0.91
	@	@	smoked	5	90	0.88
	@	@	smokes	1	56	0.83
	@	@	smoking	11	95	0.89
	smoking	NoC	:	12	96	0.81
	smooth	Adj	%	30	100	0.93
	@	@	smooth	28	100	0.93
	@	@	smoother	2	67	0.87
	@	@	smoothest	0	18	0.76
	smooth	Verb	%	10	93	0.89
	@	@	smooth	3	85	0.90
	@	@	smoothed	4	66	0.85
	@	@	smoothing	3	64	0.84
	@	@	smooths	0	20	0.77
	snake	NoC	%	12	94	0.89
	@	@	snake	7	86	0.88
	@	@	snakes	5	80	0.86
	snap	Verb	%	28	98	0.86
	@	@	snap	5	90	0.90
	@	@	snapped	19	92	0.83
	@	@	snapping	2	66	0.87
	@	@	snaps	1	48	0.83
	snatch	Verb	%	12	95	0.89
	@	@	snatch	3	79	0.89
	@	@	snatched	7	86	0.87
	@	@	snatches	0	30	0.76
	@	@	snatching	2	56	0.86
	sniff	Verb	%	11	85	0.85
	@	@	sniff	2	54	0.86
	@	@	sniffed	5	55	0.81
	@	@	sniffing	4	71	0.81
	@	@	sniffs	0	22	0.73
	snow	NoC	%	31	97	0.90
	@	@	snow	30	97	0.89
	@	@	snows	1	43	0.84
	so	Adv	:	1893	100	0.93
	so	Conj	:	258	100	0.95
	so-called	Adj	:	27	98	0.94
	so as	ClO	:	17	96	0.90
	so long as	Conj	:	13	100	0.93
	so that	Conj	:	197	100	0.96
	soap	NoC	%	15	99	0.92
	@	@	soap	13	98	0.91
	@	@	soaps	2	61	0.85
	soccer	NoC	:	13	75	0.79
	social	Adj	:	422	100	0.90
	socialism	NoC	%	17	91	0.88
	@	@	socialism	17	91	0.88
	socialist	Adj	:	33	95	0.85
	socially	Adv	:	15	98	0.89
	society	NoC	%	282	100	0.93
	@	@	societies	44	97	0.89
	@	@	society	238	100	0.93
	sociology	NoC	%	20	78	0.68
	@	@	sociology	20	78	0.68
	sock	NoC	%	12	94	0.89
	@	@	sock	2	68	0.88
	@	@	socks	10	92	0.88
	sofa	NoC	%	12	88	0.86
	@	@	sofa	10	85	0.86
	@	@	sofas	1	49	0.84
	soft	Adj	%	66	100	0.93
	@	@	soft	61	100	0.93
	@	@	softer	4	89	0.92
	@	@	softest	0	33	0.84
	softly	Adv	:	25	86	0.78
	software	NoC	:	94	89	0.66
	soil	NoC	%	48	100	0.86
	@	@	soil	41	100	0.86
	@	@	soils	7	60	0.79
	solar	Adj	:	13	95	0.81
	soldier	NoC	%	54	100	0.93
	@	@	soldier	18	98	0.92
	@	@	soldiers	36	100	0.91
	sole	Adj	:	22	100	0.91
	solely	Adv	:	17	96	0.93
	solicitor	NoC	%	58	100	0.81
	@	@	solicitor	32	98	0.84
	@	@	solicitors	26	97	0.77
	solid	Adj	:	35	100	0.95
	solidarity	NoC	%	11	90	0.84
	@	@	solidarities	0	5	0.34
	@	@	solidarity	11	90	0.83
	solo	NoC	%	12	83	0.81
	@	@	solo	10	82	0.82
	@	@	solos	2	40	0.72
	solution	NoC	%	94	100	0.90
	@	@	solution	69	100	0.91
	@	@	solutions	26	95	0.87
	solve	Verb	%	38	100	0.95
	@	@	solve	19	100	0.94
	@	@	solved	12	98	0.95
	@	@	solves	1	60	0.89
	@	@	solving	6	89	0.91
	some	DetP	:	1712	100	0.98
	somebody	Pron	:	73	99	0.83
	somehow	Adv	:	45	100	0.91
	someone	Pron	:	187	100	0.93
	Somerset	NoP	:	13	92	0.87
	something	Pron	:	526	100	0.92
	sometimes	Adv	:	205	100	0.96
	somewhat	Adv	:	46	99	0.95
	somewhere	Adv	:	70	100	0.91
	son	NoC	%	166	100	0.90
	@	@	son	131	100	0.92
	@	@	sons	35	100	0.83
	song	NoC	%	68	100	0.89
	@	@	song	40	100	0.90
	@	@	songs	29	99	0.87
	soon	Adv	:	161	100	0.96
	sooner	Adv	:	18	100	0.93
	Sophie	NoP	:	13	71	0.55
	sophisticated	Adj	:	25	99	0.94
	sorry	Adj	%	115	100	0.86
	@	@	sorrier	0	14	0.73
	@	@	sorry	114	100	0.86
	sort	NoC	%	229	100	0.90
	@	@	sort	199	100	0.90
	@	@	sorts	30	100	0.91
	sort	Verb	%	38	99	0.91
	@	@	sort	19	98	0.90
	@	@	sorted	13	98	0.90
	@	@	sorting	6	97	0.91
	@	@	sorts	0	30	0.83
	sort of	Adv	:	59	93	0.74
	soul	NoC	%	38	100	0.92
	@	@	soul	30	99	0.92
	@	@	souls	8	93	0.92
	sound	Adj	%	13	99	0.94
	@	@	sound	12	99	0.94
	@	@	sounder	0	29	0.81
	@	@	soundest	0	13	0.72
	sound	NoC	%	129	100	0.91
	@	@	sound	102	100	0.92
	@	@	sounds	26	98	0.90
	sound	Verb	%	100	100	0.92
	@	@	sound	30	99	0.93
	@	@	sounded	30	98	0.86
	@	@	sounding	6	87	0.89
	@	@	sounds	34	99	0.92
	soup	NoC	%	15	95	0.91
	@	@	soup	14	95	0.91
	@	@	soups	1	48	0.82
	source	NoC	%	157	100	0.93
	@	@	source	91	100	0.94
	@	@	sources	67	98	0.92
	south	NoC	%	165	100	0.94
	@	@	south	165	100	0.94
	South	NoP-	:	67	100	0.87
	south-east	NoC	:	13	93	0.90
	Southampton	NoP	%	12	88	0.87
	@	@	Southampton	12	88	0.87
	southern	Adj	:	55	100	0.92
	sovereignty	NoC	%	12	77	0.83
	@	@	sovereignty	12	77	0.83
	Soviet	Adj	:	109	96	0.77
	Soviet	NoC	%	10	76	0.69
	@	@	Soviet	7	45	0.56
	@	@	Soviets	4	68	0.84
	space	NoC	%	140	100	0.95
	@	@	space	125	100	0.96
	@	@	spaces	15	100	0.87
	Spain	NoP	%	45	99	0.90
	@	@	Spain	45	99	0.90
	Spanish	Adj	%	34	100	0.91
	@	@	Spanish	34	100	0.91
	spare	Adj	%	19	100	0.95
	@	@	spare	19	100	0.95
	spare	Verb	%	16	100	0.94
	@	@	spare	10	98	0.93
	@	@	spared	5	93	0.94
	@	@	spares	0	21	0.78
	@	@	sparing	1	44	0.86
	spatial	Adj	:	12	66	0.82
	speak	Verb	%	261	100	0.94
	@	@	speak	94	100	0.94
	@	@	speaking	54	100	0.96
	@	@	speaks	14	100	0.94
	@	@	spoke	70	100	0.91
	@	@	spoken	28	100	0.94
	speaker	NoC	%	101	100	0.67
	@	@	speaker	80	100	0.58
	@	@	speakers	22	97	0.85
	special	Adj	:	220	100	0.96
	specialise	Verb	%	12	90	0.91
	@	@	specialise	3	70	0.87
	@	@	specialised	3	78	0.91
	@	@	specialises	3	67	0.88
	@	@	specialising	3	71	0.90
	specialist	NoC	%	51	100	0.93
	@	@	specialist	37	100	0.93
	@	@	specialists	14	90	0.92
	specially	Adv	:	20	100	0.95
	species	NoC	:	96	99	0.84
	specific	Adj	:	113	100	0.92
	specifically	Adv	:	38	100	0.93
	specification	NoC	%	21	92	0.84
	@	@	specification	13	84	0.86
	@	@	specifications	8	87	0.80
	specified	Adj	:	12	82	0.76
	specify	Verb	%	40	96	0.79
	@	@	specified	21	91	0.73
	@	@	specifies	3	65	0.80
	@	@	specify	13	89	0.84
	@	@	specifying	4	71	0.80
	specimen	NoC	%	25	90	0.80
	@	@	specimen	11	89	0.83
	@	@	specimens	15	82	0.73
	spectacle	NoC	%	12	96	0.92
	@	@	spectacle	6	92	0.92
	@	@	spectacles	6	84	0.87
	spectacular	Adj	:	19	99	0.92
	spectator	NoC	%	12	95	0.92
	@	@	spectator	5	89	0.89
	@	@	spectators	7	87	0.91
	spectrum	NoC	%	20	94	0.81
	@	@	spectra	3	32	0.51
	@	@	spectrum	16	94	0.86
	speculation	NoC	%	19	99	0.91
	@	@	speculation	17	99	0.91
	@	@	speculations	2	62	0.88
	speech	NoC	%	89	100	0.92
	@	@	speech	78	100	0.92
	@	@	speeches	10	97	0.90
	speed	NoC	%	78	100	0.93
	@	@	speed	70	100	0.93
	@	@	speeds	9	84	0.84
	speed	Verb	%	18	100	0.95
	@	@	sped	3	70	0.88
	@	@	speed	7	94	0.93
	@	@	speeded	2	74	0.91
	@	@	speeding	4	91	0.91
	@	@	speeds	2	70	0.88
	spell	NoC	%	18	100	0.90
	@	@	spell	13	99	0.91
	@	@	spells	5	89	0.83
	spell	Verb	%	21	100	0.91
	@	@	spell	10	98	0.84
	@	@	spelled	3	82	0.89
	@	@	spelling	2	77	0.88
	@	@	spells	2	79	0.92
	@	@	spelt	4	94	0.91
	spelling	NoC	%	10	87	0.80
	@	@	spelling	9	86	0.80
	@	@	spellings	1	36	0.75
	Spencer	NoP	%	14	93	0.87
	@	@	Spencer	13	93	0.87
	@	@	Spencers	0	11	0.61
	spend	Verb	%	227	100	0.97
	@	@	spend	74	100	0.96
	@	@	spending	29	100	0.94
	@	@	spends	8	99	0.94
	@	@	spent	116	100	0.97
	spending	NoC	%	37	98	0.88
	@	@	spending	37	98	0.88
	sphere	NoC	%	18	95	0.89
	@	@	sphere	13	93	0.90
	@	@	spheres	5	79	0.88
	spider	NoC	%	10	89	0.88
	@	@	spider	7	87	0.88
	@	@	spiders	4	70	0.84
	spill	Verb	%	14	99	0.92
	@	@	spill	4	90	0.90
	@	@	spilled	4	82	0.89
	@	@	spilling	3	80	0.88
	@	@	spills	1	62	0.89
	@	@	spilt	2	65	0.87
	spin	Verb	%	18	97	0.91
	@	@	spin	4	86	0.90
	@	@	spinning	6	93	0.92
	@	@	spins	1	53	0.83
	@	@	spun	7	84	0.86
	spine	NoC	%	15	90	0.84
	@	@	spine	10	88	0.87
	@	@	spines	5	56	0.63
	spirit	NoC	%	84	100	0.88
	@	@	spirit	65	100	0.85
	@	@	spirits	19	99	0.91
	spiritual	Adj	:	23	97	0.88
	spit	Verb	%	11	91	0.88
	@	@	spat	5	70	0.84
	@	@	spit	2	68	0.88
	@	@	spits	1	37	0.81
	@	@	spitting	2	73	0.89
	splendid	Adj	:	17	98	0.93
	split	Verb	%	32	100	0.96
	@	@	split	25	100	0.96
	@	@	splits	1	60	0.88
	@	@	splitting	5	97	0.93
	spoil	Verb	%	15	99	0.94
	@	@	spoil	6	96	0.92
	@	@	spoiled	4	87	0.91
	@	@	spoiling	2	70	0.90
	@	@	spoils	1	52	0.87
	@	@	spoilt	3	89	0.92
	spokesman	NoC	%	42	95	0.82
	@	@	spokesman	40	92	0.81
	@	@	spokesmen	3	68	0.83
	sponsor	NoC	%	12	92	0.88
	@	@	sponsor	5	83	0.89
	@	@	sponsors	7	87	0.85
	sponsor	Verb	%	16	96	0.91
	@	@	sponsor	3	73	0.89
	@	@	sponsored	11	89	0.90
	@	@	sponsoring	2	72	0.90
	@	@	sponsors	0	31	0.82
	sponsorship	NoC	%	12	88	0.89
	@	@	sponsorship	12	88	0.89
	@	@	sponsorships	0	24	0.78
	spontaneous	Adj	:	10	96	0.89
	sport	NoC	%	89	100	0.90
	@	@	sport	45	100	0.87
	@	@	sports	44	100	0.91
	sporting	Adj	:	11	94	0.88
	spot	NoC	%	54	100	0.95
	@	@	spot	41	100	0.94
	@	@	spots	12	98	0.93
	spot	Verb	%	23	99	0.93
	@	@	spot	7	98	0.93
	@	@	spots	0	32	0.84
	@	@	spotted	13	98	0.91
	@	@	spotting	2	84	0.92
	spread	NoC	%	18	100	0.92
	@	@	spread	17	100	0.92
	@	@	spreads	0	26	0.76
	spread	Verb	%	59	100	0.96
	@	@	spread	46	100	0.96
	@	@	spreading	9	98	0.95
	@	@	spreads	4	94	0.90
	spring	NoC	%	63	100	0.95
	@	@	spring	55	100	0.95
	@	@	springs	8	97	0.90
	spring	Verb	%	18	100	0.93
	@	@	sprang	7	83	0.88
	@	@	spring	5	95	0.94
	@	@	springing	2	78	0.92
	@	@	springs	1	63	0.90
	@	@	sprung	3	92	0.92
	spur	NoC	%	12	94	0.85
	@	@	spur	4	89	0.89
	@	@	spurs	7	76	0.77
	squad	NoC	%	29	93	0.86
	@	@	squad	25	93	0.85
	@	@	squads	3	66	0.84
	squadron	NoC	%	15	79	0.77
	@	@	squadron	13	73	0.76
	@	@	squadrons	2	48	0.79
	square	Adj	:	26	100	0.94
	square	NoC	%	51	100	0.95
	@	@	square	42	100	0.95
	@	@	squares	9	99	0.87
	squeeze	Verb	%	21	99	0.93
	@	@	squeeze	7	94	0.92
	@	@	squeezed	10	98	0.91
	@	@	squeezes	1	37	0.84
	@	@	squeezing	3	82	0.89
	St	NoC	%	15	98	0.89
	@	@	St	13	95	0.89
	@	@	St.	2	58	0.77
	St	NoP-	%	127	100	0.93
	@	@	St	111	99	0.92
	@	@	St.	17	85	0.87
	stab	Verb	%	11	90	0.87
	@	@	stab	1	58	0.87
	@	@	stabbed	7	82	0.83
	@	@	stabbing	2	63	0.88
	@	@	stabs	0	20	0.79
	stability	NoC	%	22	94	0.91
	@	@	stability	21	94	0.91
	stable	Adj	:	31	100	0.93
	stadium	NoC	%	11	85&&	0.85&&
	@	@	stadia	1	&&	&&
	@	@	stadium	10	85	0.85
	@	@	stadiums	1	33	0.82
	staff	NoC	%	227	100#	0.93#
	@	@	staff	226	100	0.93
	@	@	staffs	1	62	0.86
	@	@	staves	0	34#	0.79#
	stage	NoC	%	203	100	0.95
	@	@	stage	162	100	0.96
	@	@	stages	41	99	0.93
	stage	Verb	%	16	96	0.88
	@	@	stage	3	73	0.86
	@	@	staged	9	84	0.88
	@	@	stages	1	36	0.81
	@	@	staging	3	69	0.85
	staircase	NoC	%	11	86	0.89
	@	@	staircase	9	84	0.88
	@	@	staircases	2	54	0.87
	stairs	NoC	%	40	98	0.87
	@	@	stair	4	68	0.82
	@	@	stairs	36	97	0.87
	stake	NoC	%	29	99	0.89
	@	@	stake	19	99	0.88
	@	@	stakes	9	91	0.84
	stall	NoC	%	14	97	0.91
	@	@	stall	7	93	0.88
	@	@	stalls	7	92	0.92
	stamp	NoC	%	17	100	0.88
	@	@	stamp	11	100	0.84
	@	@	stamps	6	88	0.87
	stamp	Verb	%	12	100	0.93
	@	@	stamp	3	89	0.90
	@	@	stamped	6	94	0.91
	@	@	stamping	2	73	0.89
	@	@	stamps	1	64	0.87
	stance	NoC	%	19	95	0.88
	@	@	stance	17	95	0.89
	@	@	stances	1	48	0.72
	stand	NoC	%	26	100	0.95
	@	@	stand	19	100	0.94
	@	@	stands	7	98	0.93
	stand	Verb	%	326	100	0.92
	@	@	stand	92	100	0.96
	@	@	standing	73	100	0.92
	@	@	stands	29	100	0.95
	@	@	stood	133	100	0.87
	standard	Adj	:	72	100	0.91
	standard	NoC	%	152	100	0.93
	@	@	standard	56	100	0.93
	@	@	standards	96	100	0.92
	standing	NoC	%	28	100	0.94
	@	@	standing	28	100	0.94
	@	@	standings	0	12	0.71
	Stanley	NoP	%	14	96	0.89
	@	@	Stanley	14	96	0.89
	@	@	Stanleys	1	6	0.41
	star	NoC	%	100	100	0.90
	@	@	star	61	100	0.89
	@	@	stars	39	100	0.90
	stare	Verb	%	84	96	0.82
	@	@	stare	8	80	0.84
	@	@	stared	46	79	0.80
	@	@	stares	1	47	0.80
	@	@	staring	29	95	0.83
	start	NoC	%	86	100	0.96
	@	@	start	85	100	0.96
	@	@	starts	2	68	0.86
	start	Verb	%	414	100	0.96
	@	@	start	153	100	0.94
	@	@	started	175	100	0.95
	@	@	starting	47	100	0.96
	@	@	starts	39	99	0.93
	starting	NoC	%	17	98	0.93
	@	@	starting	17	98	0.93
	state	NoC	%	440	100	0.90
	@	@	state	364	100	0.90
	@	@	states	76	100	0.87
	state	Verb	%	103	100	0.91
	@	@	state	26	98	0.92
	@	@	stated	48	99	0.88
	@	@	states	19	89	0.91
	@	@	stating	10	95	0.90
	statement	NoC	%	140	100	0.91
	@	@	statement	98	100	0.90
	@	@	statements	41	100	0.89
	States	NoP-	:	85	100	0.89
	static	Adj	:	12	98	0.87
	station	NoC	%	137	100	0.91
	@	@	station	100	100	0.93
	@	@	stations	37	99	0.86
	statistical	Adj	:	21	85	0.87
	statistics	NoC	:	32	99	0.90
	statue	NoC	%	14	98	0.88
	@	@	statue	9	95	0.89
	@	@	statues	5	88	0.84
	status	NoC	:	88	100	0.92
	statute	NoC	%	22	84	0.80
	@	@	statute	16	80	0.79
	@	@	statutes	6	70	0.78
	statutory	Adj	:	37	95	0.86
	stay	NoC	%	13	100	0.93
	@	@	stay	11	99	0.92
	@	@	stays	2	75	0.89
	stay	Verb	%	183	100	0.94
	@	@	stay	114	100	0.93
	@	@	stayed	34	99	0.93
	@	@	staying	28	100	0.93
	@	@	stays	7	99	0.93
	steadily	Adv	:	17	96	0.94
	steady	Adj	%	26	100	0.96
	@	@	steadier	0	21	0.79
	@	@	steady	25	100	0.96
	steal	Verb	%	48	100	0.88
	@	@	steal	9	95	0.93
	@	@	stealing	9	97	0.86
	@	@	steals	1	50	0.86
	@	@	stole	9	88	0.84
	@	@	stolen	19	98	0.83
	steam	NoC	%	29	100	0.87
	@	@	steam	28	100	0.87
	@	@	steams	0	27	0.83
	steel	NoC	%	38	100	0.94
	@	@	steel	37	100	0.94
	@	@	steels	0	22	0.77
	steep	Adj	%	18	99	0.92
	@	@	steep	16	99	0.92
	@	@	steeper	2	58	0.87
	@	@	steepest	1	32	0.81
	steer	Verb	%	12	100	0.93
	@	@	steer	5	96	0.93
	@	@	steered	3	77	0.90
	@	@	steering	3	83	0.91
	@	@	steers	1	30	0.71
	stem	NoC	%	14	96	0.85
	@	@	stem	8	92	0.85
	@	@	stems	6	82	0.82
	stem	Verb	%	14	97	0.93
	@	@	stem	5	91	0.92
	@	@	stemmed	3	85	0.91
	@	@	stemming	2	70	0.90
	@	@	stems	4	80	0.91
	step	NoC	%	139	100	0.96
	@	@	step	72	100	0.95
	@	@	steps	67	100	0.95
	step	Verb	%	57	100	0.91
	@	@	step	16	100	0.95
	@	@	stepped	29	98	0.87
	@	@	stepping	9	95	0.78
	@	@	steps	2	83	0.91
	Stephen	NoP	:	49	98	0.81
	sterling	NoC	%	16	94	0.84
	@	@	sterling	16	94	0.84
	Steve	NoP	%	44	95	0.85
	@	@	Steve	43	95	0.85
	Steven	NoP	:	12	81	0.86
	steward	NoC	%	13	96	0.89
	@	@	steward	8	94	0.87
	@	@	stewards	6	85	0.88
	Stewart	NoP	%	21	94	0.88
	@	@	Stewart	21	92	0.88
	@	@	Stewarts	1	22	0.73
	stick	NoC	%	26	98	0.92
	@	@	stick	19	97	0.92
	@	@	sticks	8	94	0.92
	stick	Verb	%	61	100	0.93
	@	@	stick	25	100	0.92
	@	@	sticking	9	97	0.93
	@	@	sticks	4	90	0.92
	@	@	stuck	22	97	0.91
	stiff	Adj	%	16	98	0.93
	@	@	stiff	15	97	0.92
	@	@	stiffer	1	57	0.88
	@	@	stiffest	0	14	0.72
	still	Adj	%	29	99	0.93
	@	@	still	29	99	0.93
	still	Adv	:	718	100	0.97
	stimulate	Verb	%	20	96	0.90
	@	@	stimulate	10	93	0.91
	@	@	stimulated	7	89	0.89
	@	@	stimulates	2	56	0.84
	@	@	stimulating	1	60	0.88
	stimulus	NoC	%	23	91	0.76
	@	@	stimuli	9	69	0.73
	@	@	stimulus	15	88	0.76
	stir	Verb	%	25	100	0.90
	@	@	stir	10	94	0.87
	@	@	stirred	9	88	0.87
	@	@	stirring	5	85	0.88
	@	@	stirs	1	52	0.87
	Stirling	NoP	%	10	77	0.68
	@	@	Stirling	10	76	0.67
	@	@	Stirlings	0	6	0.52
	stitch	NoC	%	16	84	0.51
	@	@	stitch	7	56	0.48
	@	@	stitches	9	81	0.53
	stock	NoC	%	92	100	0.93
	@	@	stock	76	100	0.92
	@	@	stocks	16	98	0.90
	stomach	NoC	%	31	98	0.89
	@	@	stomach	30	97	0.89
	@	@	stomachs	2	67	0.86
	stone	NoC	%	112	100	0.92
	@	@	stone	79	100	0.93
	@	@	stones	33	99	0.90
	stool	NoC	%	11	85	0.78
	@	@	stool	9	77	0.79
	@	@	stools	3	67	0.75
	stop	NoC	%	24	100	0.94
	@	@	stop	20	100	0.94
	@	@	stops	4	88	0.90
	stop	Verb	%	255	100	0.93
	@	@	stop	131	100	0.94
	@	@	stopped	96	100	0.90
	@	@	stopping	16	100	0.95
	@	@	stops	12	99	0.94
	storage	NoC	%	30	99	0.88
	@	@	storage	30	99	0.88
	store	NoC	%	59	100	0.93
	@	@	store	36	100	0.90
	@	@	stores	23	100	0.93
	store	Verb	%	33	100	0.91
	@	@	store	8	99	0.91
	@	@	stored	19	97	0.90
	@	@	stores	1	59	0.87
	@	@	storing	4	92	0.91
	storm	NoC	%	27	100	0.93
	@	@	storm	23	99	0.92
	@	@	storms	5	92	0.92
	story	NoC	%	184	100	0.95
	@	@	stories	48	100	0.94
	@	@	story	137	100	0.95
	straight	Adj	%	32	100	0.95
	@	@	straight	31	100	0.95
	@	@	straighter	1	44	0.86
	@	@	straightest	0	12	0.68
	straight	Adv	:	59	99	0.92
	straighten	Verb	%	10	87	0.85
	@	@	straighten	2	68	0.85
	@	@	straightened	6	61	0.82
	@	@	straightening	2	45	0.84
	@	@	straightens	0	16	0.74
	straightforward	Adj	:	20	100	0.94
	strain	NoC	%	29	100	0.92
	@	@	strain	22	100	0.91
	@	@	strains	7	95	0.89
	strain	Verb	%	13	100	0.91
	@	@	strain	4	87	0.88
	@	@	strained	5	87	0.88
	@	@	straining	4	82	0.86
	@	@	strains	1	45	0.85
	strand	NoC	%	14	96	0.88
	@	@	strand	6	91	0.81
	@	@	strands	8	92	0.90
	strange	Adj	%	68	100	0.92
	@	@	strange	64	100	0.92
	@	@	stranger	2	76	0.90
	@	@	strangest	1	66	0.89
	strangely	Adv	:	10	92	0.90
	stranger	NoC	%	23	98	0.90
	@	@	stranger	13	96	0.89
	@	@	strangers	10	94	0.92
	strategic	Adj	:	30	94	0.89
	strategy	NoC	%	89	99	0.91
	@	@	strategies	27	86	0.88
	@	@	strategy	62	99	0.92
	straw	NoC	%	15	98	0.93
	@	@	straw	14	97	0.93
	@	@	straws	1	58	0.86
	stream	NoC	%	34	100	0.93
	@	@	stream	25	100	0.94
	@	@	streams	9	92	0.91
	street	NoC	%	243	100	0.95
	@	@	street	194	100	0.94
	@	@	streets	49	100	0.94
	strength	NoC	%	83	100	0.96
	@	@	strength	72	100	0.96
	@	@	strengths	11	92	0.92
	strengthen	Verb	%	30	98	0.93
	@	@	strengthen	12	94	0.92
	@	@	strengthened	10	95	0.92
	@	@	strengthening	6	86	0.90
	@	@	strengthens	1	69	0.90
	stress	NoC	%	42	100	0.89
	@	@	stress	38	100	0.89
	@	@	stresses	4	80	0.86
	stress	Verb	%	43	99	0.92
	@	@	stress	10	93	0.93
